gvkey,fyear,prob_ada
2991,2001,0.35223908990927505
2999,2001,0.3167392667703163
3007,2001,0.33548811249832655
3011,2001,0.34925880604152376
3026,2001,0.3605380844104365
3028,2001,0.33321708014308243
3031,2001,0.3461347839347082
3036,2001,0.343883229674239
3041,2001,0.35021342364266456
3048,2001,0.3363130151842209
3055,2001,0.339001411352672
3062,2001,0.3544265366394356
3063,2001,0.33215232716431853
3093,2001,0.3553522514821601
3099,2001,0.3262419963211187
3105,2001,0.36408180500469717
3107,2001,0.31958227041926707
3114,2001,0.33637991664069394
3116,2001,0.35607540903836954
3126,2001,0.3404184401877075
3129,2001,0.35329481210192604
3130,2001,0.32683181328963296
3153,2001,0.3205770098881798
3156,2001,0.3306163692689774
3157,2001,0.3420050301707173
3158,2001,0.3398883426020624
3164,2001,0.3506226057895915
3170,2001,0.3478960558724722
3171,2001,0.3341239184058552
3203,2001,0.35815304629099803
3218,2001,0.34916764986581544
3220,2001,0.31432838187495027
3226,2001,0.35573174208249986
3229,2001,0.33135691879488127
3246,2001,0.34313137001484223
3265,2001,0.32935488388789047
3275,2001,0.3454552190856686
3277,2001,0.34408627068474096
3282,2001,0.34586002485548173
3297,2001,0.3688738169172474
3311,2001,0.3413480238394428
3333,2001,0.3404338810740931
3336,2001,0.3570622056385554
3343,2001,0.3310647563732776
3354,2001,0.3332144801366408
3358,2001,0.3561444680754416
3365,2001,0.34448191579999693
3367,2001,0.34576387311699797
3369,2001,0.3492949440389355
3370,2001,0.35122242565849204
3372,2001,0.3213399159250484
3394,2001,0.32940923094278785
3399,2001,0.35523300796653823
3413,2001,0.3334669787582118
3416,2001,0.3403044023405138
3424,2001,0.3295472690392197
3465,2001,0.34681442777860155
3502,2001,0.3436080914674351
3504,2001,0.36356683303981624
3505,2001,0.3367686908013371
3515,2001,0.3346105368096173
3532,2001,0.33937213841394215
3533,2001,0.32259145701053893
3556,2001,0.34834207003799794
3570,2001,0.33223435547244234
3580,2001,0.35741435475040606
3584,2001,0.35407813289345536
3594,2001,0.3305010003008348
3612,2001,0.3409426906877424
3619,2001,0.3467161999315355
3622,2001,0.3489210494901081
3639,2001,0.3351961674661721
3640,2001,0.338934627157417
3647,2001,0.341517375944284
3662,2001,0.3543517999801581
3673,2001,0.35761483580832176
3691,2001,0.32276424287016486
3700,2001,0.3514692111170907
3707,2001,0.35696449350680526
3713,2001,0.361956878116333
3734,2001,0.3492520011206452
3735,2001,0.3529389694389055
3756,2001,0.35294089087023145
3761,2001,0.3349311689907058
3762,2001,0.33656673943091214
3769,2001,0.33734903051140014
3773,2001,0.3519776206759885
3781,2001,0.3603871842002265
3782,2001,0.353707644741182
3785,2001,0.3497231602709594
3786,2001,0.35135961373483143
3798,2001,0.35327420848295976
3806,2001,0.3142321932962838
3807,2001,0.3068641472904172
3813,2001,0.3471523499558856
3814,2001,0.33929081440808695
3820,2001,0.29997879737446587
3824,2001,0.33275761161751116
3833,2001,0.34269675283105583
3840,2001,0.3566114174185833
3851,2001,0.33223526982037443
3855,2001,0.3332146400219163
3863,2001,0.3490830409407652
3872,2001,0.3342999956115461
3886,2001,0.34189578365049406
3897,2001,0.34724036467517877
3905,2001,0.34038824068117185
3908,2001,0.3310437822517586
3916,2001,0.3434071394472673
3917,2001,0.3488238764568249
3918,2001,0.36058972235148595
3934,2001,0.36539748260418775
3937,2001,0.3533474123680773
3946,2001,0.35894151662781865
3949,2001,0.34051707898162586
3962,2001,0.3594881111983658
3964,2001,0.3421498470398316
3969,2001,0.33923791277575455
3971,2001,0.35317415585679907
3972,2001,0.3188325910438366
4005,2001,0.35594811717254743
4029,2001,0.3391342346918143
4036,2001,0.35372367334640314
4040,2001,0.3423864553556559
4051,2001,0.3221987460538747
4052,2001,0.3276471314116583
4058,2001,0.35450359304823975
4060,2001,0.35174064217869705
4062,2001,0.33300425404868955
4066,2001,0.36144900687802456
4072,2001,0.33548773182946245
4077,2001,0.34496916113053105
4078,2001,0.3543428992619537
4083,2001,0.325112324613837
4087,2001,0.3429700622418874
4091,2001,0.35848195549187506
4093,2001,0.3402347413687259
4094,2001,0.35123749836673096
4103,2001,0.32468784509464466
4108,2001,0.3592353975194336
4115,2001,0.34577446900115344
4124,2001,0.3574074769656236
4127,2001,0.3413812927096986
4128,2001,0.3671537798417665
4130,2001,0.337200851065708
4132,2001,0.3595429326802853
4145,2001,0.3610069428561747
4149,2001,0.32419865211181775
4156,2001,0.34225966087063237
4162,2001,0.3462113877893673
4166,2001,0.3020944544998767
4168,2001,0.3404639765441856
4176,2001,0.35581327405766733
4186,2001,0.3479872156583183
4194,2001,0.34419276592473036
4199,2001,0.3503759271090417
4205,2001,0.3189284808245605
4213,2001,0.3625250091199468
4222,2001,0.35323073297775104
4223,2001,0.3374904531634249
4225,2001,0.3581340776173408
4241,2001,0.329291215059295
4274,2001,0.34427733147994904
4279,2001,0.3582071004650449
4292,2001,0.32465921752458987
4296,2001,0.35226272670830044
4311,2001,0.3517027689743756
4312,2001,0.3340461967377883
4313,2001,0.3094821193505228
4322,2001,0.3382158597011687
4328,2001,0.3289082495811422
4340,2001,0.37719685856512997
4351,2001,0.3530539090050308
4352,2001,0.35449197734235904
4359,2001,0.3059164976295067
4367,2001,0.3553444137142128
4371,2001,0.35161820878359545
4390,2001,0.3433792395606162
4409,2001,0.32559303171200404
4412,2001,0.37056513071561803
4415,2001,0.36500559043317893
4418,2001,0.33919880209541764
4423,2001,0.34978917115361263
4430,2001,0.34481282063418023
4434,2001,0.32731191459141445
4439,2001,0.34117061295114587
4448,2001,0.36319863658734036
4450,2001,0.32882374526630076
4456,2001,0.3599266545477624
4460,2001,0.3500635585230696
4462,2001,0.3499105578805996
4463,2001,0.33685175034752446
4467,2001,0.3420437608783821
4476,2001,0.3338604468528213
4492,2001,0.3755939187872102
4494,2001,0.3363358812143541
4496,2001,0.33841183245911405
4497,2001,0.35079656608989906
4498,2001,0.33876007126830804
4503,2001,0.3354718239687179
4507,2001,0.3349061052112551
4510,2001,0.33883595820015167
4517,2001,0.3374752713792585
4520,2001,0.3095084072353364
4523,2001,0.34622704526661124
4551,2001,0.31054345164165326
4553,2001,0.3570255700992038
4572,2001,0.3292827548319904
4579,2001,0.31554987912629706
4595,2001,0.35238971172454897
4598,2001,0.33923858135859497
4600,2001,0.3463705143859023
4607,2001,0.3418135588978037
4611,2001,0.33664910421654026
4622,2001,0.35085849367907995
4645,2001,0.3525645915441739
4731,2001,0.3348630972644937
4735,2001,0.33990776902066727
4759,2001,0.3445594564691616
4768,2001,0.34516821947573373
4769,2001,0.3574242283053394
4771,2001,0.34822704889979456
4801,2001,0.33293368658383965
4802,2001,0.3365752722576303
4807,2001,0.3583304654854869
4809,2001,0.34161735686010736
4818,2001,0.3438669817700222
4826,2001,0.3494945928959788
4828,2001,0.35217280864723355
4830,2001,0.33998047487112526
4843,2001,0.3528845548398851
4844,2001,0.32928979325321994
4847,2001,0.3590640113527647
4864,2001,0.35939496695558637
4881,2001,0.34605702873963484
4903,2001,0.3444677437706174
4911,2001,0.33041875946554244
4926,2001,0.3477569665131189
4932,2001,0.3510644837931954
4936,2001,0.3498984006922755
4990,2001,0.33836271189876627
4993,2001,0.35181236245456815
5018,2001,0.35455851869546723
5020,2001,0.3542303490586905
5027,2001,0.33570588320657274
5032,2001,0.349498390907395
5046,2001,0.3629452253114718
5050,2001,0.3153533000698084
5065,2001,0.3520652371041742
5071,2001,0.36462192285903605
5074,2001,0.3597910064537675
5087,2001,0.368613104068159
5116,2001,0.3409490735133854
5125,2001,0.36146634811362516
5129,2001,0.3277239940917971
5133,2001,0.3280219875674042
5134,2001,0.3488749549368991
5152,2001,0.3053503026589432
5169,2001,0.34114467872438625
5174,2001,0.32885164765356995
5180,2001,0.3507108759317134
5187,2001,0.3395987877257756
5198,2001,0.36526807557844876
5210,2001,0.34817319360819254
5218,2001,0.34384349370749817
5224,2001,0.3222210841671384
5229,2001,0.35338651765238255
5234,2001,0.3415884545794486
5237,2001,0.342472374522712
5252,2001,0.3486891876822249
5253,2001,0.3112954014607747
5254,2001,0.36185001321457444
5256,2001,0.34508706313681586
5284,2001,0.3523960779297691
5301,2001,0.3397787000206353
5306,2001,0.344587053178154
5327,2001,0.347949295258697
5330,2001,0.3362454238440724
5338,2001,0.35522308707408423
5340,2001,0.3571195435080291
5342,2001,0.35706868264032354
5377,2001,0.33038634692621965
5405,2001,0.3606605736462819
5418,2001,0.37735448375101605
5421,2001,0.3530369519112654
5422,2001,0.38807523643993597
5432,2001,0.3673396570447533
5458,2001,0.36173976827640103
5475,2001,0.3002640452277578
5488,2001,0.33854073283303887
5492,2001,0.35437124653006136
5496,2001,0.3464491680697246
5513,2001,0.33645716511672324
5518,2001,0.354163830676147
5519,2001,0.3347370620138238
5520,2001,0.3580161361151716
5530,2001,0.3279610235320956
5549,2001,0.3369353854341889
5557,2001,0.3395186182661161
5559,2001,0.37396286033435233
5560,2001,0.3301287940582339
5567,2001,0.36044927887360895
5568,2001,0.35678610304571834
5572,2001,0.35135818062638885
5578,2001,0.34260210336627256
5581,2001,0.3385555579921844
5589,2001,0.35487208688807836
5594,2001,0.3604589450688698
5597,2001,0.34361233572910843
5621,2001,0.34823148879613713
5626,2001,0.33354074726459587
5643,2001,0.3474134771908185
5650,2001,0.344739201662658
5667,2001,0.33902373353174126
5678,2001,0.31860523533254526
5680,2001,0.33926616567448115
5690,2001,0.33981922824861016
5691,2001,0.3542540697789178
5697,2001,0.34794287304384924
5709,2001,0.3508192475024217
5723,2001,0.33783744900752094
5742,2001,0.3446135893205596
5757,2001,0.3253629353506241
5764,2001,0.35077994215265507
5772,2001,0.33737686349484025
5774,2001,0.33893390069509527
5782,2001,0.3348735853917416
5783,2001,0.3359771488688134
5788,2001,0.35384278837273525
5791,2001,0.32911106555825864
5792,2001,0.3544264209103075
5798,2001,0.34962601527302994
5802,2001,0.3349925437533968
5811,2001,0.3534230052770776
5824,2001,0.35186246405925387
5826,2001,0.342086451976425
5837,2001,0.3480235215433239
5841,2001,0.3255046843226151
5847,2001,0.3480593329412587
5860,2001,0.3559762883786522
5862,2001,0.3286270552454696
5870,2001,0.35873663421515967
5878,2001,0.35611385247484134
5885,2001,0.35083402893231125
5899,2001,0.3498814124803991
5905,2001,0.3259935476908984
5918,2001,0.34204050989062673
5932,2001,0.3318200413854889
5941,2001,0.34252253724237464
5944,2001,0.3498806828826566
5959,2001,0.3621907704059927
5962,2001,0.3399252866675776
5968,2001,0.32088119305833485
5973,2001,0.33113887053297747
5976,2001,0.37565661610043466
5977,2001,0.3260669734599008
5978,2001,0.35715711261986066
5980,2001,0.3378839833384446
5987,2001,0.35184242004984806
6003,2001,0.33617364777925157
6008,2001,0.3364398923575781
6010,2001,0.3541730590812178
6020,2001,0.33752783068336406
6021,2001,0.35147930209398187
6025,2001,0.35977653429608125
6034,2001,0.3489729162196978
6036,2001,0.34713130486873
6053,2001,0.3269919693785377
6054,2001,0.31421951817334703
6078,2001,0.3549319209597492
6091,2001,0.30713210944112423
6097,2001,0.35462060309549204
6102,2001,0.35859184315117654
6104,2001,0.3411337139355896
6109,2001,0.3361006093437409
6110,2001,0.3584836640179259
6115,2001,0.333201313927151
6124,2001,0.36139446791773044
6140,2001,0.3425475453942765
6158,2001,0.3586394093005422
6159,2001,0.35829057827024396
6169,2001,0.33511207063040793
6170,2001,0.4122421813992033
6171,2001,0.33741496437243484
6180,2001,0.33300089839774416
6185,2001,0.3407478673534066
6193,2001,0.35595205972052624
6194,2001,0.3302066258359784
6196,2001,0.34712971512048063
6197,2001,0.33440652204937676
6207,2001,0.3632563540936745
6214,2001,0.34232112919582175
6215,2001,0.3638424306083132
6216,2001,0.36513852378199635
6217,2001,0.3350400626378149
6235,2001,0.323513312587553
6242,2001,0.34263736718706683
6266,2001,0.3510699731040416
6297,2001,0.35542813423083497
6304,2001,0.3529365552603809
6305,2001,0.3332859392980799
6308,2001,0.3342164671733178
6310,2001,0.3397727296262991
6311,2001,0.3347334873541998
6313,2001,0.32330027082395213
6314,2001,0.34410745814345123
6315,2001,0.3655859608586843
6326,2001,0.35507469315825535
6331,2001,0.3582137840051497
6334,2001,0.3352289588824615
6335,2001,0.3367409883394607
6338,2001,0.3405267102116469
6343,2001,0.34170774269745874
6346,2001,0.33291675104952073
6347,2001,0.36444797700877063
6349,2001,0.33859797025240534
6357,2001,0.3411509125701251
6375,2001,0.3559307118086209
6376,2001,0.3516037760266313
6386,2001,0.35180197428610666
6403,2001,0.33342073560410346
6410,2001,0.3513775055746712
6416,2001,0.34270481616316845
6424,2001,0.34947055466776505
6431,2001,0.3494108238760212
6433,2001,0.34290730491517757
6437,2001,0.3351956179900437
6464,2001,0.3502469386863639
6465,2001,0.32900642178454337
6471,2001,0.34296282519020327
6475,2001,0.354787019024484
6494,2001,0.3469626181272513
6497,2001,0.3601715571562251
6500,2001,0.3553184670809004
6506,2001,0.3497774618383076
6509,2001,0.34164343043694995
6512,2001,0.34729968363300834
6527,2001,0.3656634637745475
6528,2001,0.3452178536467731
6529,2001,0.34515333289916184
6532,2001,0.3444385332169478
6534,2001,0.3580544150038418
6543,2001,0.3556937202177651
6547,2001,0.34360480243605757
6552,2001,0.3427584366540429
6557,2001,0.38874178835414375
6565,2001,0.34477700673398914
6573,2001,0.3528207557063656
6575,2001,0.34048301420922245
6588,2001,0.31750703085899673
6598,2001,0.36191302280961585
6601,2001,0.3169958899882084
6608,2001,0.37933548216165874
6617,2001,0.36023557247128113
6641,2001,0.3667917159648886
6649,2001,0.3494146005311102
6678,2001,0.34306354301261255
6694,2001,0.34170545667659835
6710,2001,0.31472623042055303
6716,2001,0.35165319634211617
6717,2001,0.3481015120408077
6722,2001,0.34981059285893507
6730,2001,0.3466435409521547
6737,2001,0.3487587634908865
6740,2001,0.3337244639998809
6741,2001,0.331404158925328
6748,2001,0.30582325129857546
6756,2001,0.3429820940394904
6768,2001,0.35922542420715686
6773,2001,0.30715332424409564
6774,2001,0.35807633849786547
6797,2001,0.34236790549239454
6802,2001,0.3434870975298639
6803,2001,0.3318127116424906
6821,2001,0.3370697237840538
6829,2001,0.33864018817988867
6830,2001,0.34377575958506484
6831,2001,0.32652082465262
6836,2001,0.34494500084060165
6845,2001,0.3459829817502191
6848,2001,0.32350035745843886
6867,2001,0.3334894673769705
6873,2001,0.3402524402625858
6886,2001,0.31951295129615886
6900,2001,0.3536428970803324
6908,2001,0.3530390334777719
6922,2001,0.36725851041874036
6924,2001,0.3288847524949279
6932,2001,0.3322790539589301
6946,2001,0.34235077486591553
6948,2001,0.3582200272277854
6963,2001,0.32788125879701674
6981,2001,0.3205500217320315
6994,2001,0.3651966772047577
6995,2001,0.34526258994218484
7017,2001,0.33513155401375005
7022,2001,0.32808950397912495
7066,2001,0.33705824831818915
7085,2001,0.3576966383870979
7106,2001,0.32911050037197664
7114,2001,0.34405673160771294
7116,2001,0.35132750745360586
7117,2001,0.3384174894738171
7121,2001,0.3255969755956987
7123,2001,0.36480592357036973
7127,2001,0.3459757958387229
7132,2001,0.33032752168810264
7134,2001,0.3167047523443512
7139,2001,0.35174673857601974
7143,2001,0.3453372909385626
7146,2001,0.35587241154317556
7152,2001,0.349928190772352
7154,2001,0.3331226902810207
7163,2001,0.3621490714928499
7179,2001,0.3286549601900455
7183,2001,0.35010624453691086
7192,2001,0.3402188344015562
7203,2001,0.3581524621043155
7205,2001,0.3576295068750293
7208,2001,0.3609707482573608
7232,2001,0.3295389941111467
7241,2001,0.3597797880506875
7250,2001,0.3517815583972291
7251,2001,0.345918899755621
7257,2001,0.3521339823863928
7260,2001,0.35846353182561863
7275,2001,0.3473402899934095
7278,2001,0.3384005235521571
7281,2001,0.34774150861743186
7283,2001,0.34128266342708924
7295,2001,0.36662986707979367
7309,2001,0.3296997997443069
7316,2001,0.3514027171530721
7331,2001,0.3550855616659716
7336,2001,0.3255562323537851
7343,2001,0.3307289699551212
7344,2001,0.3230783345997331
7350,2001,0.3163666971892762
7360,2001,0.32592545695760505
7366,2001,0.33413575373433324
7368,2001,0.32842456295542244
7390,2001,0.3251524089712996
7401,2001,0.3370945676769269
7409,2001,0.34764010180733096
7416,2001,0.3338321587129053
7420,2001,0.3524367250677908
7422,2001,0.3350894269874615
7435,2001,0.3458542988973555
7448,2001,0.3378202632925055
7469,2001,0.31845011735444967
7471,2001,0.35123737034827457
7481,2001,0.3578037119364727
7486,2001,0.3445644190970551
7504,2001,0.3376477258073999
7510,2001,0.3266507907829625
7512,2001,0.3392100983864264
7526,2001,0.3541056175561442
7536,2001,0.3473802064795709
7549,2001,0.3569110162458919
7554,2001,0.3510118359824137
7556,2001,0.3600284314212119
7561,2001,0.3522315472793657
7566,2001,0.33791591924751324
7575,2001,0.3336218061973102
7582,2001,0.3456491839085685
7585,2001,0.34017945626283097
7601,2001,0.3296195414362244
7602,2001,0.3267910199251129
7606,2001,0.3395353338776144
7620,2001,0.3282275963596583
7642,2001,0.32237977813641
7648,2001,0.3525445532801404
7658,2001,0.3474756707323668
7662,2001,0.3598415895029735
7672,2001,0.3350879765324679
7682,2001,0.3369066265760825
7685,2001,0.35745908009867494
7691,2001,0.35569227367994544
7692,2001,0.34624598132206874
7694,2001,0.3209610516675482
7696,2001,0.3280870836385643
7708,2001,0.3136066918314301
7733,2001,0.33348073878766005
7741,2001,0.33799613388763095
7759,2001,0.35575798070211695
7762,2001,0.3208041302133377
7772,2001,0.3404264553699352
7773,2001,0.3357990636482492
7781,2001,0.3357507842203543
7798,2001,0.3545500881743734
7799,2001,0.34542797506942846
7817,2001,0.35789166260186966
7824,2001,0.35000152935053064
7826,2001,0.3495781221458202
7828,2001,0.3568384399903198
7835,2001,0.35934130293492433
7841,2001,0.33099720457666904
7863,2001,0.3369555177704375
7866,2001,0.35069163659945074
7873,2001,0.38163894482649274
7883,2001,0.34197191036529023
7906,2001,0.3531493315659898
7908,2001,0.33872573153293334
7911,2001,0.32509584793459667
7912,2001,0.3322280640152926
7917,2001,0.34757061109494003
7921,2001,0.35800683321980725
7922,2001,0.34224640210601376
7923,2001,0.3398922059460433
7932,2001,0.34862601806349863
7935,2001,0.34979184482615744
7938,2001,0.34627008866298825
7951,2001,0.3564396014537487
7964,2001,0.33038731612784905
7970,2001,0.35055756763645185
7974,2001,0.344975898653875
7977,2001,0.3392661729882513
7985,2001,0.37038562851878587
7993,2001,0.33788013505671116
7995,2001,0.34014023610097643
8001,2001,0.3430236068366971
8009,2001,0.33210992311460025
8017,2001,0.3419980401370114
8020,2001,0.34236946052277334
8030,2001,0.33382353242653384
8036,2001,0.35789852134127925
8054,2001,0.31773768635867483
8065,2001,0.31195827777259616
8068,2001,0.3334586289987205
8071,2001,0.3537008676502249
8080,2001,0.34505034342916086
8087,2001,0.3391628468356723
8093,2001,0.3396138530719904
8095,2001,0.33604524769353256
8096,2001,0.34102724428676073
8099,2001,0.35367037041125404
8105,2001,0.32582345867918977
8109,2001,0.34456150248228845
8113,2001,0.32527133310668765
8123,2001,0.33863605134243924
8133,2001,0.3609794614736843
8150,2001,0.3517240289938228
8151,2001,0.3346893791173754
8162,2001,0.3479058759567263
8169,2001,0.35036115067638895
8176,2001,0.3624437025673683
8193,2001,0.35063167072777285
8195,2001,0.3513487996987843
8199,2001,0.3366472095750944
8213,2001,0.3672868459339703
8214,2001,0.34807704372037473
8215,2001,0.34875064726097255
8219,2001,0.3597526228917416
8229,2001,0.3318765126732625
8247,2001,0.34954549108853833
8250,2001,0.3419401450913061
8266,2001,0.3602445992395254
8272,2001,0.34347665841612096
8288,2001,0.33315924960593735
8293,2001,0.35195903453294314
8304,2001,0.3460356729422684
8330,2001,0.32846294870794485
8333,2001,0.35884003292343836
8336,2001,0.34167395786930327
8341,2001,0.3326341351556204
8348,2001,0.3260343556328703
8350,2001,0.34924167432654385
8357,2001,0.317528310492012
8358,2001,0.35533753415212216
8386,2001,0.3261322473612943
8387,2001,0.3302693782289478
8388,2001,0.33353378848390236
8402,2001,0.3547134498966214
8414,2001,0.327400070814418
8423,2001,0.3765852548494514
8434,2001,0.3461426895737835
8439,2001,0.3446627589201337
8440,2001,0.335350291039813
8446,2001,0.34332919183883004
8463,2001,0.35589534213905194
8465,2001,0.3426837986342641
